CodPro,SGE,status_A1,km_A1,n_vias_A1,ids_vias_A1,status_A2,km_A2,n_vias_A2,ids_vias_A2
OAE570,30262.0,encontrada,15.821,11,BR-116;CE-251;OSM-trunk_link;BR-116;CE-350;CE-251;BR-116;CE-350;OSM-secondary;Avenida Lidia Alves Cavalcante;Avenida Jorge Cavalcate;Rodovia Deputado Paulino Rocha;CE-251,encontrada,32.5417,20,BR-116;CE-251;OSM-trunk_link;BR-116;CE-350;CE-251;BR-116;CE-350;OSM-secondary;Avenida Lidia Alves Cavalcante;Avenida Jorge Cavalcate;Rodovia Deputado Paulino Rocha;CE-251;Avenida do Gavião;Rua Otávio de Matos;Rua Raimundo Rodrigues Serpa;Avenida Dionísio Leonel Alencar;BR-020;OSM-tertiary;BR-116
OAE571,30263.0,encontrada,34.8143,7,BR-116;CE-265;CE-358;CE-358;CE-377;OSM-tertiary;CE-377,encontrada,34.8143,7,BR-116;CE-265;CE-358;CE-358;CE-377;OSM-tertiary;CE-377
OAE572,30264.0,encontrada,59.2561,22,BR-116;CE-350;OSM-trunk_link;Rua Luiz Paula de Sousa;Avenida José Nicodemos de Assunção;Estrada da Cinzenta;Estrada da Aroeira;Estrada Patacas;Avenida Josué Leite de Freitas;CE-040;OSM-tertiary;Avenida José Nicodemos Assunção;Rua Ângelo Rodrigues Monteiro;CE-251;BR-116;CE-251;BR-116;CE-350;CE-251,encontrada,68.1991,26,BR-116;CE-350;OSM-trunk_link;Rua Luiz Paula de Sousa;Avenida José Nicodemos de Assunção;Estrada da Cinzenta;Estrada da Aroeira;Estrada Patacas;Avenida Josué Leite de Freitas;CE-040;OSM-tertiary;BR-020;BR-116;BR-116;CE-251;BR-116;CE-350;CE-251
OAE573,30265.0,encontrada,0.2229,1,OSM-trunk_link,encontrada,0.2229,1,OSM-trunk_link
OAE576,30268.0,encontrada,9.5911,11,BR-116;OSM-trunk_link;Rua Manoel Conrado Filho;Rua Chico Lira;Rua Antônio Ferreira dos Santos;Rua Guarany;Rua Manoel de Souza Falcão;Rua Expedito Chaves Cavalcante,encontrada,9.5911,11,BR-116;OSM-trunk_link;Rua Manoel Conrado Filho;Rua Chico Lira;Rua Antônio Ferreira dos Santos;Rua Guarany;Rua Manoel de Souza Falcão;Rua Expedito Chaves Cavalcante
OAE577,30269.0,encontrada,9.6152,11,BR-116;OSM-trunk_link;Rua Manoel Conrado Filho;Rua Chico Lira;Rua Antônio Ferreira dos Santos;Rua Guarany;Rua Manoel de Souza Falcão;Rua Expedito Chaves Cavalcante,encontrada,9.6152,11,BR-116;OSM-trunk_link;Rua Manoel Conrado Filho;Rua Chico Lira;Rua Antônio Ferreira dos Santos;Rua Guarany;Rua Manoel de Souza Falcão;Rua Expedito Chaves Cavalcante
OAE578,30270.0,encontrada,9.5913,11,BR-116;OSM-trunk_link;Rua Expedito Chaves Cavalcante;Rua Manoel de Souza Falcão;Rua Guarany;Rua Antônio Ferreira dos Santos;Rua Chico Lira;Rua Manoel Conrado Filho,encontrada,9.5913,11,BR-116;OSM-trunk_link;Rua Expedito Chaves Cavalcante;Rua Manoel de Souza Falcão;Rua Guarany;Rua Antônio Ferreira dos Santos;Rua Chico Lira;Rua Manoel Conrado Filho
OAE579,30271.0,encontrada,9.61,9,BR-116;OSM-trunk_link;Rua Expedito Chaves Cavalcante;Rua Manoel de Souza Falcão;Rua Guarany;Rua Antônio Ferreira dos Santos;Rua Chico Lira;Rua Manoel Conrado Filho,encontrada,9.61,9,BR-116;OSM-trunk_link;Rua Expedito Chaves Cavalcante;Rua Manoel de Souza Falcão;Rua Guarany;Rua Antônio Ferreira dos Santos;Rua Chico Lira;Rua Manoel Conrado Filho
OAE580,30272.0,encontrada,191.6581,13,BR-122;CE-265;Rua Capitão Manoel Antônio;Rodovia Luzia Brito de Sousa;Estrada para Açude dos Pinheiros;OSM-tertiary;CE-138;CE-356;BR-122;CE-359;OSM-primary_link;OSM-primary,encontrada,193.3971,16,BR-122;Avenida Jesus Maria e José;Rua Tenente Cravo;Rua Ader Ferreira Araújo;Avenida Plácido Castelo;CE-060;OSM-primary_link;CE-464;OSM-tertiary;BR-122;CE-359;OSM-primary
OAE581,30273.0,encontrada,218.8945,17,BR-122;CE-368;BR-122;CE-368;CE-153;CE-153;CE368;BR-122;CE-153;CE-368;BR-122;CE-266;CE-371;Avenida Manoel Castro de Andrade;Rua Cipriano Maia;Rua Coronel Tibúrcio;Rua Paulino Massaranduba;CE-265;Rua Tenente Cravo;CE-060;BR-122;CE-060;BR-122,grafo_desconexo,0.0,0,
OAE583,30275.0,encontrada,96.4483,6,BR-116;CE-138;CE-356;BR-122;CE-359;OSM-tertiary,encontrada,157.0361,13,BR-116;CE-497;CE-040;OSM-trunk_link;CE-253;Rua Coronel Cícero de Nogueira Queiroz;Rua José Abel de Azevedo;Rua Cônego Eduardo Araripe;OSM-secondary;Avenida Raimundo Simplicio de Carvalho
OAE584,30276.0,encontrada,178.7876,14,BR-122;BR-122;CE-359;CE-356;CE-060;OSM-primary_link;Avenida Plácido Castelo;Rua Ader Ferreira Araújo;Rua Tenente Cravo;Avenida Jesus Maria e José;OSM-primary,encontrada,193.4247,16,BR-122;BR-122;CE-359;CE-464;OSM-tertiary;CE-060;OSM-primary_link;Avenida Plácido Castelo;Rua Ader Ferreira Araújo;Rua Tenente Cravo;Avenida Jesus Maria e José;OSM-primary
OAE585,30277.0,encontrada,178.7607,14,BR-122;OSM-primary_link;OSM-primary;Avenida Jesus Maria e José;Rua Tenente Cravo;Rua Ader Ferreira Araújo;Avenida Plácido Castelo;CE-060;CE-356;BR-122;CE-359,encontrada,193.3978,16,BR-122;OSM-primary_link;OSM-primary;Avenida Jesus Maria e José;Rua Tenente Cravo;Rua Ader Ferreira Araújo;Avenida Plácido Castelo;CE-060;CE-464;OSM-tertiary;BR-122;CE-359
OAE588,30280.0,encontrada,8.6546,7,BR-122;Avenida Presidente Vargas;CE-060;CE-265;Rua Tenente Cravo,encontrada,8.6546,7,BR-122;Avenida Presidente Vargas;CE-060;CE-265;Rua Tenente Cravo
OAE589,30281.0,encontrada,218.8897,17,BR-122;CE-368;BR-122;CE-368;CE-153;CE-153;CE368;BR-122;CE-153;CE-368;BR-122;CE-266;CE-371;Avenida Manoel Castro de Andrade;Rua Cipriano Maia;Rua Coronel Tibúrcio;Rua Paulino Massaranduba;CE-265;Rua Tenente Cravo;CE-060;BR-122;CE-060;BR-122,grafo_desconexo,0.0,0,
OAE594,30286.0,encontrada,59.2859,22,BR-116;CE-350;OSM-trunk_link;Rua Luiz Paula de Sousa;Avenida José Nicodemos de Assunção;Estrada da Cinzenta;Estrada da Aroeira;Estrada Patacas;Avenida Josué Leite de Freitas;CE-040;OSM-tertiary;Avenida José Nicodemos Assunção;Rua Ângelo Rodrigues Monteiro;CE-251;BR-116;CE-251;BR-116;CE-350;CE-251,encontrada,68.2289,26,BR-116;CE-350;OSM-trunk_link;Rua Luiz Paula de Sousa;Avenida José Nicodemos de Assunção;Estrada da Cinzenta;Estrada da Aroeira;Estrada Patacas;Avenida Josué Leite de Freitas;CE-040;OSM-tertiary;BR-020;BR-116;BR-116;CE-251;BR-116;CE-350;CE-251
OAE595,30287.0,encontrada,12.2132,8,BR-116;Estrada do Jaboti;OSM-tertiary_link;Avenida Atlântica;BR-020;OSM-trunk_link,encontrada,12.2132,8,BR-116;Estrada do Jaboti;OSM-tertiary_link;Avenida Atlântica;BR-020;OSM-trunk_link
OAE596,30288.0,encontrada,12.1977,8,BR-116;Estrada do Jaboti;OSM-tertiary_link;Avenida Atlântica;BR-020;OSM-trunk_link,encontrada,12.1977,8,BR-116;Estrada do Jaboti;OSM-tertiary_link;Avenida Atlântica;BR-020;OSM-trunk_link
OAE600,30292.0,encontrada,24.0819,10,BR-116;OSM-tertiary;Rua Francisco Carneiro Araújo;Rua Luiz Araújo;Rua José Antônio de Castro;Rua José Ferreira Sombra;CE-358;CE-265;CE-358;CE-265,encontrada,24.0819,10,BR-116;OSM-tertiary;Rua Francisco Carneiro Araújo;Rua Luiz Araújo;Rua José Antônio de Castro;Rua José Ferreira Sombra;CE-358;CE-265;CE-358;CE-265
OAE601,30293.0,encontrada,124.6978,7,BR-116;CE-138;OSM-tertiary;CE-040;CE-497,grafo_desconexo,0.0,0,
OAE602,30294.0,encontrada,12.2663,8,BR-116;Estrada do Jaboti;OSM-tertiary_link;Avenida Atlântica;BR-020;OSM-trunk_link,encontrada,12.2663,8,BR-116;Estrada do Jaboti;OSM-tertiary_link;Avenida Atlântica;BR-020;OSM-trunk_link
OAE603,30295.0,encontrada,12.2029,8,BR-116;OSM-trunk_link;BR-020;Avenida Atlântica;Estrada do Jaboti;OSM-tertiary_link,encontrada,12.2029,8,BR-116;OSM-trunk_link;BR-020;Avenida Atlântica;Estrada do Jaboti;OSM-tertiary_link
OAE604,30296.0,encontrada,12.195,8,BR-116;OSM-trunk_link;BR-020;Avenida Atlântica;Estrada do Jaboti;OSM-tertiary_link,encontrada,12.195,8,BR-116;OSM-trunk_link;BR-020;Avenida Atlântica;Estrada do Jaboti;OSM-tertiary_link
OAE606,30298.0,encontrada,178.7783,14,BR-122;OSM-primary;OSM-primary_link;BR-122;CE-359;CE-356;CE-060;Avenida Plácido Castelo;Rua Ader Ferreira Araújo;Rua Tenente Cravo;Avenida Jesus Maria e José,encontrada,193.4155,16,BR-122;OSM-primary;OSM-primary_link;BR-122;CE-359;CE-464;OSM-tertiary;CE-060;Avenida Plácido Castelo;Rua Ader Ferreira Araújo;Rua Tenente Cravo;Avenida Jesus Maria e José
OAE608,30300.0,encontrada,109.9695,9,BR-116;OSM-trunk;BR-304;OSM-primary;CE-123;CE-371;Rua Miguel Rodrigues Santiago,encontrada,109.9695,9,BR-116;OSM-trunk;BR-304;OSM-primary;CE-123;CE-371;Rua Miguel Rodrigues Santiago
OAE609,30301.0,encontrada,34.1465,7,BR-116;CE-265;CE-358;CE-358;CE-377;OSM-tertiary;CE-377,encontrada,34.1465,7,BR-116;CE-265;CE-358;CE-358;CE-377;OSM-tertiary;CE-377
OAE610,30302.0,encontrada,24.1844,8,BR-020;CE-251;Estrada para Caraussanga;Rodovia Raimundo Pessoa de Araújo;OSM-trunk_link,encontrada,110.4328,15,BR-020;OSM-trunk_link;CE-354;CE-455;CE-065;Avenida Doutor Stênio Gomes;Rua Chico Anísio;Rua Capitão Jeová Colares;Rua Doutor Argeu Braga Herbster
OAE613,30305.0,encontrada,60.5844,9,BR-116;CE-371;CE-356;OSM-tertiary;Rua Pedro Alves de Sousa;Rua Francisco Bandeira de Melo;CE-522;OSM-trunk_link,encontrada,67.4688,8,BR-116;CE-371;Rua Miguel Rodrigues Santiago;CE-123;CE-123;CE-263;CE-263
OAE615,30307.0,encontrada,218.9181,17,BR-122;CE-368;BR-122;CE-368;CE-153;CE-153;CE368;BR-122;CE-153;CE-368;BR-122;CE-266;CE-371;Avenida Manoel Castro de Andrade;Rua Cipriano Maia;Rua Coronel Tibúrcio;Rua Paulino Massaranduba;CE-265;Rua Tenente Cravo;CE-060;BR-122;CE-060;BR-122,grafo_desconexo,0.0,0,
OAE616,30308.0,encontrada,109.9256,9,BR-116;OSM-trunk;BR-304;OSM-primary;CE-123;CE-371;Rua Miguel Rodrigues Santiago,encontrada,109.9256,9,BR-116;OSM-trunk;BR-304;OSM-primary;CE-123;CE-371;Rua Miguel Rodrigues Santiago
OAE617,30309.0,encontrada,10.9952,9,CE-085;Avenida Coronel Correia;Rua Coronel Correia;Rua Doutor João Hipólito;Rua Juací Sampaio Pontes;Avenida da Integração;BR-020;BR-222;OSM-trunk_link,encontrada,10.9952,9,CE-085;Avenida Coronel Correia;Rua Coronel Correia;Rua Doutor João Hipólito;Rua Juací Sampaio Pontes;Avenida da Integração;BR-020;BR-222;OSM-trunk_link
OAE619,30311.0,encontrada,60.5582,9,BR-116;OSM-trunk_link;CE-522;Rua Francisco Bandeira de Melo;Rua Pedro Alves de Sousa;OSM-tertiary;CE-371;CE-356,encontrada,67.4425,8,BR-116;CE-263;CE-123;CE-263;CE-123;CE-371;Rua Miguel Rodrigues Santiago
OAE624,30316.0,encontrada,178.7877,14,BR-122;Avenida Jesus Maria e José;Rua Tenente Cravo;Rua Ader Ferreira Araújo;Avenida Plácido Castelo;CE-060;OSM-primary_link;CE-356;BR-122;CE-359;OSM-primary,encontrada,193.4248,16,BR-122;Avenida Jesus Maria e José;Rua Tenente Cravo;Rua Ader Ferreira Araújo;Avenida Plácido Castelo;CE-060;OSM-primary_link;CE-464;OSM-tertiary;BR-122;CE-359;OSM-primary
OAE630,30322.0,encontrada,24.2695,10,BR-116;OSM-tertiary;Rua Francisco Carneiro Araújo;Rua Luiz Araújo;Rua José Antônio de Castro;Rua José Ferreira Sombra;CE-358;CE-265;CE-358;CE-265,encontrada,24.2695,10,BR-116;OSM-tertiary;Rua Francisco Carneiro Araújo;Rua Luiz Araújo;Rua José Antônio de Castro;Rua José Ferreira Sombra;CE-358;CE-265;CE-358;CE-265
OAE631,30323.0,encontrada,24.3264,10,BR-116;OSM-tertiary;Rua Francisco Carneiro Araújo;Rua Luiz Araújo;Rua José Antônio de Castro;Rua José Ferreira Sombra;CE-358;CE-265;CE-358;CE-265,encontrada,24.3264,10,BR-116;OSM-tertiary;Rua Francisco Carneiro Araújo;Rua Luiz Araújo;Rua José Antônio de Castro;Rua José Ferreira Sombra;CE-358;CE-265;CE-358;CE-265
OAE632,30324.0,encontrada,150.2823,11,BR-116;CE-269;Avenida Vereador Sobrinho;OSM-secondary;CE-546;OSM-secondary_link;CE-371;CE-265,encontrada,150.3388,11,BR-116;CE-269;Avenida Vereador Sobrinho;OSM-secondary;CE-546;OSM-secondary_link;CE-371;CE-265
OAE633,30325.0,encontrada,54.7851,8,OSM-tertiary;CE-266;CE-265;CE-358;CE-377;CE-358;BR-437;CE-358;BR-437;CE-266,encontrada,54.7851,8,OSM-tertiary;CE-266;CE-265;CE-358;CE-377;CE-358;BR-437;CE-358;BR-437;CE-266
OAE634,30326.0,encontrada,54.7834,8,CE-358;CE-358;CE-377;OSM-tertiary;CE-265;CE-266;BR-437;CE-266;BR-437;CE-358,encontrada,54.7834,8,CE-358;CE-358;CE-377;OSM-tertiary;CE-265;CE-266;BR-437;CE-266;BR-437;CE-358
OAE635,30327.0,encontrada,40.1385,9,BR-304;OSM-primary;CE-123;CE-371;Avenida João Barbosa Lima;OSM-secondary;Avenida Olímpica,encontrada,242.3483,23,BR-304;OSM-primary;CE-123;CE-123;CE-263;CE-263;BR-116;Ligação á BR-116;CE-356;CE-123;CE-356;CE-377;RN-015;Rodovia Wilson Galdino de Andrade;OSM-primary_link;OSM-trunk_link
OAE637,30329.0,encontrada,131.8129,15,BR-304;OSM-trunk_link;CE-263;Rua João Francisco Rodrigues;Vila Santana;OSM-primary;CE-123;CE-371;Avenida João Barbosa Lima;OSM-secondary;Avenida Olímpica,encontrada,243.0393,23,BR-304;OSM-trunk_link;OSM-primary_link;RN-015;Rodovia Wilson Galdino de Andrade;CE-377;OSM-primary;CE-356;CE-123;CE-356;Ligação á BR-116;BR-116;CE-263;CE-123;CE-263;CE-123
OAE643,30335.0,encontrada,67.4274,8,BR-116;CE-263;CE-123;CE-263;CE-123;CE-371;Rua Miguel Rodrigues Santiago,encontrada,67.4274,8,BR-116;CE-263;CE-123;CE-263;CE-123;CE-371;Rua Miguel Rodrigues Santiago
OAE644,30336.0,encontrada,104.364,10,BR-020;CE-266;OSM-tertiary;Estrada para Boa Viagem;Rua Luiz Vieira de Sousa;Rua José Vieira Neto;Rua Belarmino Matos Carneiro,encontrada,104.364,10,BR-020;CE-266;OSM-tertiary;Estrada para Boa Viagem;Rua Luiz Vieira de Sousa;Rua José Vieira Neto;Rua Belarmino Matos Carneiro
OAE645,30337.0,encontrada,218.8713,17,BR-122;CE-368;BR-122;BR-122;CE-060;CE-060;CE-265;Rua Tenente Cravo;Rua Paulino Massaranduba;Rua Coronel Tibúrcio;Rua Cipriano Maia;Avenida Manoel Castro de Andrade;CE-371;CE-266;CE-153;CE-368;BR-122;CE-153;CE368;BR-122;BR-122;CE-368;CE-153,grafo_desconexo,0.0,0,
OAE646,30338.0,encontrada,40.493,11,CE-216;BR-402;OSM-primary_link;BR-402;BR-403;CE-178;BR-402;BR-403;BR-403;BR-403;CE-354;CE-178;BR-403;CE-178;CE-354;CE-179,encontrada,67.6639,9,CE-216;BR-402;BR-403;BR-403;CE-085;CE-085;OSM-trunk;OSM-primary;Avenida Tenente Albano;CE-179
OAE648,30340.0,encontrada,54.7729,9,BR-437;CE-266;OSM-tertiary;CE-266;CE-265;CE-358;CE-377;CE-358;BR-437;CE-358,encontrada,54.7729,9,BR-437;CE-266;OSM-tertiary;CE-266;CE-265;CE-358;CE-377;CE-358;BR-437;CE-358
OAE649,30341.0,encontrada,164.7484,23,BR-116;CE-269;Avenida Vereador Sobrinho;OSM-secondary;CE-546;OSM-secondary_link;CE-371;Avenida Governador Manoel de Castro Filho;Avenida do Contorno;Rua José Guerra;Estrada para Jaguaribe;CE-368;BR-226;CE-368;CE-275;Avenida Almir Tavora;Avenida Virgílio Távora;Rua Maria Cecilia Diogenes;Rua Sigefredo Diógenes,encontrada,164.7484,23,BR-116;CE-269;Avenida Vereador Sobrinho;OSM-secondary;CE-546;OSM-secondary_link;CE-371;Avenida Governador Manoel de Castro Filho;Avenida do Contorno;Rua José Guerra;Estrada para Jaguaribe;CE-368;BR-226;CE-368;CE-275;Avenida Almir Tavora;Avenida Virgílio Távora;Rua Maria Cecilia Diogenes;Rua Sigefredo Diógenes
OAE650,30342.0,encontrada,164.4627,23,BR-116;OSM-secondary;Rua Sigefredo Diógenes;Rua Maria Cecilia Diogenes;Avenida Virgílio Távora;Avenida Almir Tavora;CE-275;BR-226;CE-368;CE-368;CE-371;Estrada para Jaguaribe;Rua José Guerra;Avenida do Contorno;Avenida Governador Manoel de Castro Filho;CE-269;OSM-secondary_link;CE-546;Avenida Vereador Sobrinho,encontrada,164.4627,23,BR-116;OSM-secondary;Rua Sigefredo Diógenes;Rua Maria Cecilia Diogenes;Avenida Virgílio Távora;Avenida Almir Tavora;CE-275;BR-226;CE-368;CE-368;CE-371;Estrada para Jaguaribe;Rua José Guerra;Avenida do Contorno;Avenida Governador Manoel de Castro Filho;CE-269;OSM-secondary_link;CE-546;Avenida Vereador Sobrinho
OAE654,30346.0,encontrada,4.7671,6,BR-116;Avenida Oito de Novembro;Avenida Oito de novembro;Rua Sigefredo Diógenes;Rua Raimundo Albani,encontrada,4.7671,6,BR-116;Avenida Oito de Novembro;Avenida Oito de novembro;Rua Sigefredo Diógenes;Rua Raimundo Albani
OAE655,30347.0,encontrada,73.3504,10,BR-404;CE-189;Avenida Raimundo Evaristo;Rua Aleixo Vieira;OSM-tertiary;Rua Saturnino Abreu Memória;CE-265;Rua Luís Vieira Torres;Rua João Almeida Filho;CE-189,encontrada,73.3504,10,BR-404;CE-189;Avenida Raimundo Evaristo;Rua Aleixo Vieira;OSM-tertiary;Rua Saturnino Abreu Memória;CE-265;Rua Luís Vieira Torres;Rua João Almeida Filho;CE-189
OAE657,30349.0,encontrada,150.2235,11,BR-116;CE-269;Avenida Vereador Sobrinho;OSM-secondary;CE-546;OSM-secondary_link;CE-371;CE-265,encontrada,150.28,11,BR-116;CE-269;Avenida Vereador Sobrinho;OSM-secondary;CE-546;OSM-secondary_link;CE-371;CE-265
OAE658,30350.0,encontrada,0.6794,4,CE-168;BR-402;CE-354;Rua José de Alencar,encontrada,0.6794,4,CE-168;BR-402;CE-354;Rua José de Alencar
OAE660,30352.0,encontrada,2.9426,7,Avenida Governador Parsifal Barroso;Avenida Sargento Hermínio Sampaio;Avenida Olavo Bilac;Avenida Bezerra de Menezes;Rua José de Pontes;Rua Gustavo Sampaio;OSM-primary_link,encontrada,2.9426,7,Avenida Governador Parsifal Barroso;Avenida Sargento Hermínio Sampaio;Avenida Olavo Bilac;Avenida Bezerra de Menezes;Rua José de Pontes;Rua Gustavo Sampaio;OSM-primary_link
OAE661,30353.0,encontrada,218.8278,17,CE-153;CE-368;BR-122;CE-153;CE368;BR-122;BR-122;CE-368;CE-153;BR-122;CE-368;BR-122;BR-122;CE-060;CE-060;CE-265;Rua Tenente Cravo;Rua Paulino Massaranduba;Rua Coronel Tibúrcio;Rua Cipriano Maia;Avenida Manoel Castro de Andrade;CE-371;CE-266,encontrada,218.8278,17,CE-153;CE-368;BR-122;CE-153;CE368;BR-122;BR-122;CE-368;CE-153;BR-122;CE-368;BR-122;BR-122;CE-060;CE-060;CE-265;Rua Tenente Cravo;Rua Paulino Massaranduba;Rua Coronel Tibúrcio;Rua Cipriano Maia;Avenida Manoel Castro de Andrade;CE-371;CE-266
OAE662,30354.0,encontrada,40.1576,9,BR-304;Avenida Olímpica;OSM-secondary;CE-371;Avenida João Barbosa Lima;CE-123;OSM-primary,encontrada,242.3674,23,BR-304;OSM-trunk_link;OSM-primary_link;RN-015;Rodovia Wilson Galdino de Andrade;CE-377;OSM-primary;CE-356;CE-123;CE-356;Ligação á BR-116;BR-116;CE-263;CE-123;CE-263;CE-123
OAE663,30355.0,encontrada,34.5643,9,BR-222;OSM-tertiary;Estrada Garrote;Estrada do Garrote;CE-085;Rua José Holanda Nogueira;Avenida Cruzeiro do Sul,encontrada,34.5643,9,BR-222;OSM-tertiary;Estrada Garrote;Estrada do Garrote;CE-085;Rua José Holanda Nogueira;Avenida Cruzeiro do Sul
OAE664,30356.0,encontrada,34.576,9,BR-222;Avenida Cruzeiro do Sul;Rua José Holanda Nogueira;CE-085;Estrada do Garrote;Estrada Garrote;OSM-tertiary,encontrada,34.576,9,BR-222;Avenida Cruzeiro do Sul;Rua José Holanda Nogueira;CE-085;Estrada do Garrote;Estrada Garrote;OSM-tertiary
OAE665,30357.0,encontrada,39.9048,9,OSM-trunk_link;BR-222;CE-156;CE-085;OSM-tertiary;Estrada da Área da Petrobrás;CE-348,encontrada,39.9048,9,OSM-trunk_link;BR-222;CE-156;CE-085;OSM-tertiary;Estrada da Área da Petrobrás;CE-348
OAE666,30358.0,encontrada,39.9137,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156,encontrada,39.9137,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156
OAE668,30360.0,encontrada,18.8843,5,BR-222;OSM-tertiary;Estrada Garrote;CE-348,encontrada,18.8843,5,BR-222;OSM-tertiary;Estrada Garrote;CE-348
OAE669,30361.0,encontrada,51.4862,5,BR-226;CE-060;OSM-tertiary;CE-060;Rodovia do Algodão,encontrada,51.4862,5,BR-226;CE-060;OSM-tertiary;CE-060;Rodovia do Algodão
OAE6835,,encontrada,0.6868,5,BR-402;CE-354;CE-168;Rua José de Alencar,encontrada,0.6868,5,BR-402;CE-354;CE-168;Rua José de Alencar
OAE6836,,encontrada,40.9348,9,BR-304;Avenida Olímpica;OSM-secondary;CE-371;Avenida João Barbosa Lima;CE-123;OSM-primary,encontrada,243.1446,23,BR-304;OSM-trunk_link;OSM-primary_link;RN-015;Rodovia Wilson Galdino de Andrade;CE-377;OSM-primary;CE-356;CE-123;CE-356;Ligação á BR-116;BR-116;CE-263;CE-123;CE-263;CE-123
OAE7291,,encontrada,2.9533,4,Avenida Raimundo Simplicio de Carvalho;Rua Antônio Saraiva;BR-116,encontrada,2.9533,4,Avenida Raimundo Simplicio de Carvalho;Rua Antônio Saraiva;BR-116
OAE7322,,encontrada,2.937,4,Avenida Raimundo Simplicio de Carvalho;BR-116;Rua Antônio Saraiva,encontrada,2.937,4,Avenida Raimundo Simplicio de Carvalho;BR-116;Rua Antônio Saraiva
